task_order,image_stim,match,corr_key,TOL_loop.thisRepN,TOL_loop.thisTrialN,TOL_loop.thisN,TOL_loop.thisIndex,stim_loop.thisRepN,stim_loop.thisTrialN,stim_loop.thisN,stim_loop.thisIndex,stim_text.started,stim_text.stopped,stim_resp.keys,stim_resp.corr,stim_resp.rt,stim_resp.started,stim_resp.stopped,stim_image.started,stim_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
MM_stims-16529098625892174.csv,multi_move_stimuli\stim_not_two_move\stim_not_two_move_2.jpg,0,left,0,4,4,4,0,2,2,2,312.9048149,305.92134239999996,right,0,0.38811859999987064,312.9048149,305.92134239999996,305.92134239999996,312.9214354000005,02,001,2022_Jun_17_1452,tower_of_london,2021.2.3,59.98206536249507,
MM_stims-16529098625892174.csv,multi_move_stimuli\stim_two_move\stim_two_move_6.jpg,1,right,0,4,4,4,0,3,3,3,322.9049313000005,315.9214858000005,right,1,0.5317569999997431,322.9049313000005,315.9214858000005,315.9214858000005,322.9216230000002,02,001,2022_Jun_17_1452,tower_of_london,2021.2.3,59.98206536249507,
MM_stims-16529098625892174.csv,multi_move_stimuli\stim_not_two_move\stim_not_two_move_6.jpg,0,left,0,4,4,4,0,4,4,4,332.9050990000005,325.9383278000005,left,1,0.6435734999995475,332.9050990000005,325.9383278000005,325.9383278000005,332.9383990000006,02,001,2022_Jun_17_1452,tower_of_london,2021.2.3,59.98206536249507,
MM_stims-16529098625892174.csv,multi_move_stimuli\stim_not_two_move\stim_not_two_move_5.jpg,0,left,0,4,4,4,0,5,5,5,342.9052357999999,335.92180929999995,left,1,0.9473207999999431,342.9052357999999,335.92180929999995,335.92180929999995,342.92191080000066,02,001,2022_Jun_17_1452,tower_of_london,2021.2.3,59.98206536249507,
MM_stims-16529098625892174.csv,,,,0,4,4,4,,,,,,,,,,,,,,02,001,2022_Jun_17_1452,tower_of_london,2021.2.3,59.98206536249507,
ZM_stims-16529098625746732.csv,zero_move_stimuli\zero_move_6.jpg,0,left,0,5,5,5,0,0,0,0,356.92214109999986,None,left,1,0.41865730000063195,356.92214109999986,None,349.9386647000001,356.93881240000064,02,001,2022_Jun_17_1452,tower_of_london,2021.2.3,59.98206536249507,
ZM_stims-16529098625746732.csv,zero_move_stimuli\zero_move_3.jpg,0,left,0,5,5,5,0,1,1,1,366.92227900000034,None,left,1,0.4025353000006362,366.92227900000034,None,359.9388594000002,366.93894700000055,02,001,2022_Jun_17_1452,tower_of_london,2021.2.3,59.98206536249507,
ZM_stims-16529098625746732.csv,zero_move_stimuli\zero_move_5.jpg,0,left,0,5,5,5,0,2,2,2,376.9224597000002,None,left,1,0.37017809999997553,376.9224597000002,None,369.9390198000001,376.93911819999994,02,001,2022_Jun_17_1452,tower_of_london,2021.2.3,59.98206536249507,
ZM_stims-16529098625746732.csv,zero_move_stimuli\zero_move_2.jpg,0,left,0,5,5,5,0,3,3,3,386.92261430000053,None,left,1,0.8021826000003784,386.92261430000053,None,379.93917670000064,386.9392613,02,001,2022_Jun_17_1452,tower_of_london,2021.2.3,59.98206536249507,
ZM_stims-16529098625746732.csv,zero_move_stimuli\zero_move_1.jpg,0,left,0,5,5,5,0,4,4,4,396.92275430000063,None,left,1,0.30591850000018894,396.92275430000063,None,389.93934979999995,396.9394405000003,02,001,2022_Jun_17_1452,tower_of_london,2021.2.3,59.98206536249507,
ZM_stims-16529098625746732.csv,zero_move_stimuli\zero_move_4.jpg,0,left,0,5,5,5,0,5,5,5,406.92293789999985,None,left,1,0.35372090000055323,406.92293789999985,None,399.9394849,406.939582,02,001,2022_Jun_17_1452,tower_of_london,2021.2.3,59.98206536249507,
ZM_stims-16529098625746732.csv,,,,0,5,5,5,,,,,,,,,,,,,,02,001,2022_Jun_17_1452,tower_of_london,2021.2.3,59.98206536249507,
