halfway_tone.started,halfway_tone.stopped,trial_cross.started,trial_cross.stopped,done_sound.started,done_sound.stopped,participant,session,date,expName,psychopyVersion,frameRate,
226.68911233000009,227.20580470000004,16.70252950000031,None,436.7090827300002,437.2257768000004,,,,,,,
