task_order,num_stim,match,corr_key,match_num,n_back_loop.thisRepN,n_back_loop.thisTrialN,n_back_loop.thisN,n_back_loop.thisIndex,stim_loop.thisRepN,stim_loop.thisTrialN,stim_loop.thisN,stim_loop.thisIndex,stim_text.started,stim_text.stopped,stim_resp.keys,stim_resp.corr,stim_resp.rt,stim_resp.started,stim_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
ZB-match_1-16529098593413885.csv,1,1,right,1,0,4,4,4,0,16,16,16,439.7572087000008,440.25720140000067,right,1,0.6088331999999355,439.7572087000008,439.7572087000008,01,001,2022_Jun_15_1548,n_back,2021.2.3,59.987786486748504,
ZB-match_1-16529098593413885.csv,1,1,right,1,0,4,4,4,0,17,17,17,443.2572568000005,443.7572630000004,right,1,0.46891210000012506,443.2572568000005,443.2572568000005,01,001,2022_Jun_15_1548,n_back,2021.2.3,59.987786486748504,
ZB-match_1-16529098593413885.csv,0,0,left,1,0,4,4,4,0,18,18,18,446.7572841000001,447.257294,left,1,0.40868010000031063,446.7572841000001,446.7572841000001,01,001,2022_Jun_15_1548,n_back,2021.2.3,59.987786486748504,
ZB-match_1-16529098593413885.csv,1,1,right,1,0,4,4,4,0,19,19,19,450.2573456,450.75735130000066,right,1,0.44463880000057543,450.2573456,450.2573456,01,001,2022_Jun_15_1548,n_back,2021.2.3,59.987786486748504,
ZB-match_1-16529098593413885.csv,,,,,0,4,4,4,,,,,,,,,,,,01,001,2022_Jun_15_1548,n_back,2021.2.3,59.987786486748504,
TB-16529098605915005.csv,6,0,left,,0,5,5,5,0,0,0,0,461.55753410000034,462.0575080000008,left,1,1.4644038000005821,461.55753410000034,None,01,001,2022_Jun_15_1548,n_back,2021.2.3,59.987786486748504,
TB-16529098605915005.csv,0,0,left,,0,5,5,5,0,1,1,1,465.05753790000017,465.55758440000045,left,1,0.42838769999980286,465.05753790000017,465.05753790000017,01,001,2022_Jun_15_1548,n_back,2021.2.3,59.987786486748504,
TB-16529098605915005.csv,7,0,left,,0,5,5,5,0,2,2,2,468.55757820000053,469.0575798,left,1,0.640451899999789,468.55757820000053,468.55757820000053,01,001,2022_Jun_15_1548,n_back,2021.2.3,59.987786486748504,
TB-16529098605915005.csv,9,0,left,,0,5,5,5,0,3,3,3,472.0576301000001,472.55770100000063,left,1,0.516316199999892,472.0576301000001,472.0576301000001,01,001,2022_Jun_15_1548,n_back,2021.2.3,59.987786486748504,
TB-16529098605915005.csv,7,1,right,,0,5,5,5,0,4,4,4,475.55766870000025,476.0576903000001,right,1,0.8402940000005401,475.55766870000025,475.55766870000025,01,001,2022_Jun_15_1548,n_back,2021.2.3,59.987786486748504,
TB-16529098605915005.csv,9,1,right,,0,5,5,5,0,5,5,5,479.057718,479.55772310000066,right,1,0.8923767999995107,479.057718,479.057718,01,001,2022_Jun_15_1548,n_back,2021.2.3,59.987786486748504,
TB-16529098605915005.csv,1,0,left,,0,5,5,5,0,6,6,6,482.55775390000053,483.0577680000006,left,1,0.7683912999991662,482.55775390000053,482.55775390000053,01,001,2022_Jun_15_1548,n_back,2021.2.3,59.987786486748504,
TB-16529098605915005.csv,9,1,right,,0,5,5,5,0,7,7,7,486.0578090000008,486.5578189000007,right,1,0.8362471000000369,486.0578090000008,486.0578090000008,01,001,2022_Jun_15_1548,n_back,2021.2.3,59.987786486748504,
TB-16529098605915005.csv,1,1,right,,0,5,5,5,0,8,8,8,489.5578458,490.0578658000004,right,1,1.2242555999991964,489.5578458,489.5578458,01,001,2022_Jun_15_1548,n_back,2021.2.3,59.987786486748504,
TB-16529098605915005.csv,8,0,left,,0,5,5,5,0,9,9,9,493.0578983000005,493.55790610000076,left,1,0.9719983999993929,493.0578983000005,493.0578983000005,01,001,2022_Jun_15_1548,n_back,2021.2.3,59.987786486748504,
