task_order,num_stim,match,corr_key,match_num,n_back_loop.thisRepN,n_back_loop.thisTrialN,n_back_loop.thisN,n_back_loop.thisIndex,stim_loop.thisRepN,stim_loop.thisTrialN,stim_loop.thisN,stim_loop.thisIndex,stim_text.started,stim_text.stopped,stim_resp.keys,stim_resp.corr,stim_resp.rt,stim_resp.started,stim_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
ZB-match_9-16529098616027555.csv,9,1,right,9,0,1,1,1,0,2,2,2,129.36902869999994,129.8690177999997,right,1,0.3347639000003255,129.36902869999994,129.36902869999994,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_9-16529098616027555.csv,9,1,right,9,0,1,1,1,0,3,3,3,132.8690845000001,133.36908510000012,right,1,0.3067461999999068,132.8690845000001,132.8690845000001,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_9-16529098616027555.csv,9,1,right,9,0,1,1,1,0,4,4,4,136.36913639999966,136.86914510000042,right,1,0.3745147999998153,136.36913639999966,136.36913639999966,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_9-16529098616027555.csv,6,0,left,9,0,1,1,1,0,5,5,5,139.86919990000024,140.36921830000028,left,1,0.3947784000001775,139.86919990000024,139.86919990000024,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_9-16529098616027555.csv,3,0,left,9,0,1,1,1,0,6,6,6,143.3693046999997,143.8692391000004,left,1,0.3824832000000242,143.3693046999997,143.3693046999997,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_9-16529098616027555.csv,4,0,left,9,0,1,1,1,0,7,7,7,146.86931490000006,147.36931300000015,left,1,0.33838030000060826,146.86931490000006,146.86931490000006,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_9-16529098616027555.csv,7,0,left,9,0,1,1,1,0,8,8,8,150.36938360000022,150.86938069999997,left,1,0.34241600000041217,150.36938360000022,150.36938360000022,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_9-16529098616027555.csv,9,1,right,9,0,1,1,1,0,9,9,9,153.8694059999998,154.36940049999976,right,1,0.31427699999949255,153.8694059999998,153.8694059999998,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_9-16529098616027555.csv,9,1,right,9,0,1,1,1,0,10,10,10,157.36945220000052,157.8694983000005,right,1,0.4943737000003239,157.36945220000052,157.36945220000052,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_9-16529098616027555.csv,2,0,left,9,0,1,1,1,0,11,11,11,160.86952329999986,161.36955070000022,left,1,0.4022701000003508,160.86952329999986,160.86952329999986,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_9-16529098616027555.csv,3,0,left,9,0,1,1,1,0,12,12,12,164.36957799999982,164.86958779999986,left,1,0.6301137000000381,164.36957799999982,164.36957799999982,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_9-16529098616027555.csv,5,0,left,9,0,1,1,1,0,13,13,13,167.86965500000042,168.36963730000025,left,1,0.34614030000011553,167.86965500000042,167.86965500000042,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_9-16529098616027555.csv,4,0,left,9,0,1,1,1,0,14,14,14,171.369686,171.8696888000004,left,1,0.39802159999999276,171.369686,171.369686,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_9-16529098616027555.csv,5,0,left,9,0,1,1,1,0,15,15,15,174.86975059999986,175.36974689999988,left,1,0.370011599999998,174.86975059999986,174.86975059999986,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_9-16529098616027555.csv,6,0,left,9,0,1,1,1,0,16,16,16,178.3698202000005,178.8698261999998,left,1,0.501999899999646,178.3698202000005,178.3698202000005,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_9-16529098616027555.csv,9,1,right,9,0,1,1,1,0,17,17,17,181.86985970000023,182.3698642999998,right,1,0.5059818999998242,181.86985970000023,181.86985970000023,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_9-16529098616027555.csv,0,0,left,9,0,1,1,1,0,18,18,18,185.36991839999973,185.86991500000022,left,1,0.39778990000013437,185.36991839999973,185.36991839999973,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_9-16529098616027555.csv,2,0,left,9,0,1,1,1,0,19,19,19,188.8699704999999,189.36993619999976,left,1,0.3698378999997658,188.8699704999999,188.8699704999999,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_9-16529098616027555.csv,,,,,0,1,1,1,,,,,,,,,,,,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098624212534.csv,5,0,left,,0,2,2,2,0,0,0,0,199.40352230000008,199.90347100000054,left,1,0.4601457999997365,199.40352230000008,None,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098624212534.csv,4,0,left,,0,2,2,2,0,1,1,1,202.90352040000016,203.40348809999978,left,1,0.5921809999999823,202.90352040000016,202.90352040000016,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098624212534.csv,3,0,left,,0,2,2,2,0,2,2,2,206.4035646000002,206.90358060000017,left,1,0.4362891999999192,206.4035646000002,206.4035646000002,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098624212534.csv,7,0,left,,0,2,2,2,0,3,3,3,209.90362350000032,210.40363140000045,left,1,0.39223200000014913,209.90362350000032,209.90362350000032,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098624212534.csv,3,1,right,,0,2,2,2,0,4,4,4,213.40367940000033,213.90367419999984,right,1,0.49200810000002093,213.40367940000033,213.40367940000033,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098624212534.csv,7,1,right,,0,2,2,2,0,5,5,5,216.90373480000017,217.40376350000042,right,1,0.33617059999960475,216.90373480000017,216.90373480000017,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098624212534.csv,3,1,right,,0,2,2,2,0,6,6,6,220.40379290000055,220.90377059999992,right,1,0.3079069999994317,220.40379290000055,220.40379290000055,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098624212534.csv,7,1,right,,0,2,2,2,0,7,7,7,223.9038375,224.4038602999999,left,0,0.37585459999991144,223.9038375,223.9038375,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098624212534.csv,3,1,right,,0,2,2,2,0,8,8,8,227.4039203000002,227.90393440000025,right,1,0.5718481000003521,227.4039203000002,227.4039203000002,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098624212534.csv,3,0,left,,0,2,2,2,0,9,9,9,230.90395090000038,231.40397230000053,left,1,0.5116510999996535,230.90395090000038,230.90395090000038,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098624212534.csv,1,0,left,,0,2,2,2,0,10,10,10,234.40400649999992,234.90402650000033,left,1,0.46781129999999393,234.40400649999992,234.40400649999992,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098624212534.csv,1,0,left,,0,2,2,2,0,11,11,11,237.90405650000048,238.40406150000035,right,0,0.5196353999999701,237.90405650000048,237.90405650000048,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098624212534.csv,0,0,left,,0,2,2,2,0,12,12,12,241.40412600000036,241.90412689999994,left,1,0.4115719999999783,241.40412600000036,241.40412600000036,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098624212534.csv,1,1,right,,0,2,2,2,0,13,13,13,244.90418769999997,245.40419509999992,right,1,0.3994480000001204,244.90418769999997,244.90418769999997,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098624212534.csv,0,1,right,,0,2,2,2,0,14,14,14,248.40421220000007,248.90422790000048,right,1,0.33946370000012394,248.40421220000007,248.40421220000007,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098624212534.csv,9,0,left,,0,2,2,2,0,15,15,15,251.90428859999975,252.4043343000003,left,1,0.6315281999995932,251.90428859999975,251.90428859999975,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098624212534.csv,0,1,right,,0,2,2,2,0,16,16,16,255.40433740000026,255.90436880000016,right,1,0.3474330999997619,255.40433740000026,255.40433740000026,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098624212534.csv,6,0,left,,0,2,2,2,0,17,17,17,258.9044014000001,259.40439810000044,left,1,0.4953080000004775,258.9044014000001,258.9044014000001,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098624212534.csv,2,0,left,,0,2,2,2,0,18,18,18,262.40446880000036,262.90444490000027,right,0,0.7391938999999184,262.40446880000036,262.40446880000036,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098624212534.csv,2,0,left,,0,2,2,2,0,19,19,19,265.90450370000053,266.40446669999983,left,1,0.4873410000000149,265.90450370000053,265.90450370000053,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098624212534.csv,,,,,0,2,2,2,,,,,,,,,,,,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
OB-1652909862176646.csv,8,0,left,,0,3,3,3,0,0,0,0,283.57150530000035,284.07145390000005,None,0,,283.57150530000035,None,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
OB-1652909862176646.csv,8,1,right,,0,3,3,3,0,1,1,1,287.07151780000004,287.5715424,right,1,0.3121187999995527,287.07151780000004,287.07151780000004,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
OB-1652909862176646.csv,1,0,left,,0,3,3,3,0,2,2,2,290.57159479999973,291.07155930000044,left,1,0.5084452000000965,290.57159479999973,290.57159479999973,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
OB-1652909862176646.csv,1,1,right,,0,3,3,3,0,3,3,3,294.07157910000024,294.57162160000007,right,1,0.3203660999997737,294.07157910000024,294.07157910000024,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
OB-1652909862176646.csv,9,0,left,,0,3,3,3,0,4,4,4,297.5716726999999,298.07170360000055,left,1,0.6122226999996201,297.5716726999999,297.5716726999999,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
OB-1652909862176646.csv,4,0,left,,0,3,3,3,0,5,5,5,301.0717215000004,301.5717089,left,1,0.44007760000022245,301.0717215000004,301.0717215000004,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
OB-1652909862176646.csv,4,1,right,,0,3,3,3,0,6,6,6,304.5718059000001,305.07177539999975,right,1,0.31588879999981145,304.5718059000001,304.5718059000001,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
OB-1652909862176646.csv,3,0,left,,0,3,3,3,0,7,7,7,308.0718142000005,308.57183480000003,left,1,0.38395870000022114,308.0718142000005,308.0718142000005,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
OB-1652909862176646.csv,6,0,left,,0,3,3,3,0,8,8,8,311.5718919000001,312.07188529999985,right,0,0.6438398999998753,311.5718919000001,311.5718919000001,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
OB-1652909862176646.csv,8,0,left,,0,3,3,3,0,9,9,9,315.0719478000001,315.5719793999997,left,1,0.6156391000004078,315.0719478000001,315.0719478000001,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
OB-1652909862176646.csv,6,0,left,,0,3,3,3,0,10,10,10,318.5719680000002,319.0720032999998,left,1,0.49166930000046705,318.5719680000002,318.5719680000002,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
OB-1652909862176646.csv,1,0,left,,0,3,3,3,0,11,11,11,322.0720597999998,322.57204619999993,left,1,0.575741000000562,322.0720597999998,322.0720597999998,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
OB-1652909862176646.csv,1,1,right,,0,3,3,3,0,12,12,12,325.5721126999997,326.07210380000015,right,1,0.35560350000014296,325.5721126999997,325.5721126999997,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
OB-1652909862176646.csv,1,1,right,,0,3,3,3,0,13,13,13,329.07214810000005,329.57215460000043,right,1,0.37551559999974415,329.07214810000005,329.07214810000005,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
OB-1652909862176646.csv,1,1,right,,0,3,3,3,0,14,14,14,332.57221990000016,333.0722023999997,right,1,0.44363520000024437,332.57221990000016,332.57221990000016,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
OB-1652909862176646.csv,8,0,left,,0,3,3,3,0,15,15,15,336.0722759999999,336.57228320000013,left,1,0.4634163000000626,336.0722759999999,336.0722759999999,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
OB-1652909862176646.csv,8,1,right,,0,3,3,3,0,16,16,16,339.57232470000054,340.07231180000053,right,1,0.3714104999999108,339.57232470000054,339.57232470000054,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
OB-1652909862176646.csv,0,0,left,,0,3,3,3,0,17,17,17,343.07239050000044,343.57234960000005,left,1,0.3754047000002174,343.07239050000044,343.07239050000044,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
OB-1652909862176646.csv,0,1,right,,0,3,3,3,0,18,18,18,346.5724108000004,347.07241049999993,right,1,0.2992812000002232,346.5724108000004,346.5724108000004,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
OB-1652909862176646.csv,1,0,left,,0,3,3,3,0,19,19,19,350.0724903,350.5724941999997,left,1,0.4631890000000567,350.0724903,350.0724903,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
OB-1652909862176646.csv,,,,,0,3,3,3,,,,,,,,,,,,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_3-16529098618991737.csv,0,0,left,3,0,4,4,4,0,0,0,0,360.1059919999998,360.6059929000003,left,1,0.5256324000001769,360.1059919999998,None,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_3-16529098618991737.csv,6,0,left,3,0,4,4,4,0,1,1,1,363.6060290000005,364.1060386999998,left,1,0.44960340000034194,363.6060290000005,363.6060290000005,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_3-16529098618991737.csv,2,0,left,3,0,4,4,4,0,2,2,2,367.10608279999997,367.60609190000014,left,1,0.4378741999998965,367.10608279999997,367.10608279999997,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_3-16529098618991737.csv,3,1,right,3,0,4,4,4,0,3,3,3,370.6061445000005,371.1061569000003,right,1,0.29761169999983395,370.6061445000005,370.6061445000005,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_3-16529098618991737.csv,4,0,left,3,0,4,4,4,0,4,4,4,374.1062062000001,374.6062142999999,left,1,0.3655810999998721,374.1062062000001,374.1062062000001,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_3-16529098618991737.csv,5,0,left,3,0,4,4,4,0,5,5,5,377.6062492000001,378.10627999999997,left,1,0.43335769999976037,377.6062492000001,377.6062492000001,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_3-16529098618991737.csv,2,0,left,3,0,4,4,4,0,6,6,6,381.1063200999997,381.6063100000001,left,1,0.42140759999983857,381.1063200999997,381.1063200999997,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_3-16529098618991737.csv,3,1,right,3,0,4,4,4,0,7,7,7,384.60636890000023,385.10637229999975,right,1,0.32932460000029096,384.60636890000023,384.60636890000023,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_3-16529098618991737.csv,9,0,left,3,0,4,4,4,0,8,8,8,388.10642590000043,388.60642499999994,left,1,0.36524350000036065,388.10642590000043,388.10642590000043,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_3-16529098618991737.csv,0,0,left,3,0,4,4,4,0,9,9,9,391.60652480000044,392.1064843000004,left,1,0.4172452000002522,391.60652480000044,391.60652480000044,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_3-16529098618991737.csv,5,0,left,3,0,4,4,4,0,10,10,10,395.10653420000017,395.6064988999997,left,1,0.3732442999998966,395.10653420000017,395.10653420000017,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_3-16529098618991737.csv,3,1,right,3,0,4,4,4,0,11,11,11,398.6065768999997,399.1065687999999,right,1,0.29707760000019334,398.6065768999997,398.6065768999997,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_3-16529098618991737.csv,5,0,left,3,0,4,4,4,0,12,12,12,402.10664220000035,402.6066504999999,left,1,0.38107209999998304,402.10664220000035,402.10664220000035,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_3-16529098618991737.csv,3,1,right,3,0,4,4,4,0,13,13,13,405.6067094,406.10668369999985,right,1,0.4650067999991734,405.6067094,405.6067094,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_3-16529098618991737.csv,1,0,left,3,0,4,4,4,0,14,14,14,409.10674949999975,409.6067604,left,1,0.42124080000030517,409.10674949999975,409.10674949999975,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_3-16529098618991737.csv,3,1,right,3,0,4,4,4,0,15,15,15,412.60680950000005,413.1068038000003,right,1,0.44101020000016433,412.60680950000005,412.60680950000005,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_3-16529098618991737.csv,3,1,right,3,0,4,4,4,0,16,16,16,416.10685269999976,416.60691080000015,right,1,0.3327164000002085,416.10685269999976,416.10685269999976,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_3-16529098618991737.csv,3,1,right,3,0,4,4,4,0,17,17,17,419.6069124000005,420.1069262000001,right,1,0.40089679999982764,419.6069124000005,419.6069124000005,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_3-16529098618991737.csv,4,0,left,3,0,4,4,4,0,18,18,18,423.1069987000001,423.6069895999999,left,1,0.40477980000014213,423.1069987000001,423.1069987000001,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_3-16529098618991737.csv,3,1,right,3,0,4,4,4,0,19,19,19,426.60702690000016,427.10702370000035,right,1,0.5048590999995213,426.60702690000016,426.60702690000016,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
ZB-match_3-16529098618991737.csv,,,,,0,4,4,4,,,,,,,,,,,,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098622921164.csv,9,0,left,,0,5,5,5,0,0,0,0,435.7572372000004,436.2571804999998,None,0,,435.7572372000004,None,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098622921164.csv,3,0,left,,0,5,5,5,0,1,1,1,439.2572074999998,439.7572274000004,None,0,,439.2572074999998,439.2572074999998,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098622921164.csv,9,1,right,,0,5,5,5,0,2,2,2,442.75724270000046,443.2572965999998,right,1,0.3544995000002018,442.75724270000046,442.75724270000046,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098622921164.csv,3,1,right,,0,5,5,5,0,3,3,3,446.25730889999977,446.75732830000015,right,1,0.32641569999941566,446.25730889999977,446.25730889999977,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098622921164.csv,9,1,right,,0,5,5,5,0,4,4,4,449.75741300000027,450.25739280000016,right,1,0.3623221999996531,449.75741300000027,449.75741300000027,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098622921164.csv,9,0,left,,0,5,5,5,0,5,5,5,453.2574504000004,453.75744159999977,left,1,0.36623359999975946,453.2574504000004,453.2574504000004,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098622921164.csv,9,1,right,,0,5,5,5,0,6,6,6,456.75749989999986,457.2574841000005,right,1,0.4182863999994879,456.75749989999986,456.75749989999986,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098622921164.csv,9,1,right,,0,5,5,5,0,7,7,7,460.2575544000001,460.7575659000004,right,1,0.34215430000040215,460.2575544000001,460.2575544000001,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098622921164.csv,3,0,left,,0,5,5,5,0,8,8,8,463.7575987,464.2576074999997,left,1,0.3302128999994238,463.7575987,463.7575987,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098622921164.csv,9,1,right,,0,5,5,5,0,9,9,9,467.2576686000002,467.7576310000004,right,1,0.36599980000028154,467.2576686000002,467.2576686000002,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098622921164.csv,0,0,left,,0,5,5,5,0,10,10,10,470.7576988999999,471.25771319999967,left,1,0.3542111000006116,470.7576988999999,470.7576988999999,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
TB-16529098622921164.csv,0,0,left,,0,5,5,5,0,11,11,11,474.2577755000002,474.75778549999995,left,1,0.7098980999999185,474.2577755000002,474.2577755000002,02,001,2022_Jun_17_1440,n_back,2021.2.3,60.0228206763731,
