task_order,stim_time,inter_stim_time,x_pos,y_pos,match,corr_key,main_loop.thisRepN,main_loop.thisTrialN,main_loop.thisN,main_loop.thisIndex,vSAT_loop.thisRepN,vSAT_loop.thisTrialN,vSAT_loop.thisN,vSAT_loop.thisIndex,inter_stim_text.started,inter_stim_text.stopped,vSAT_square.started,vSAT_square.stopped,stim_resp.keys,stim_resp.corr,stim_resp.rt,stim_resp.started,stim_resp.stopped,response_sound.started,response_sound.stopped,feedback_sound.started,feedback_sound.stopped,participant,session,date,expName,psychopyVersion,frameRate,
SAT_stims-16529098615025146.csv,0.05,1,0,0,0,left,0,2,2,2,0,2,2,2,211.01433799999995,None,212.01437220000003,None,left,1,0.8303412000000208,212.0643857,None,212.14768794000003,None,212.91434013999998,None,02,001,2022_Jun_17_1342,vSAT,2021.2.3,59.9714895539394,
SAT_stims-16529098615025146.csv,0.05,3,0,0,0,left,0,2,2,2,0,3,3,3,213.43104700000004,None,216.43110520000005,None,left,1,0.5735245999999279,216.48110969999993,None,216.56442804,None,217.08109904000008,None,02,001,2022_Jun_17_1342,vSAT,2021.2.3,59.9714895539394,
SAT_stims-16529098615025146.csv,0.017,3,0,0,0,left,0,2,2,2,0,4,4,4,217.59779200000003,None,220.59781599999997,None,left,1,0.7436394000001201,220.63117540000007,None,220.7145017399999,None,221.39782864,None,02,001,2022_Jun_17_1342,vSAT,2021.2.3,59.9714895539394,
SAT_stims-16529098615025146.csv,0.05,2,0,0,1,right,0,2,2,2,0,5,5,5,221.91451140000004,None,223.91454539999995,None,right,1,0.48228389999985666,223.96456209999997,None,224.04788063999996,None,224.4812198799999,None,02,001,2022_Jun_17_1342,vSAT,2021.2.3,59.9714895539394,
SAT_stims-16529098615025146.csv,0.05,1,0,0,0,left,0,2,2,2,0,6,6,6,224.99790400000006,None,225.99791379999988,None,left,1,0.782861099999991,226.04788660000008,None,226.13124094000005,226.56460300000003,226.84794003999997,None,02,001,2022_Jun_17_1342,vSAT,2021.2.3,59.9714895539394,
SAT_stims-16529098615025146.csv,0.017,1,0,0,1,right,0,2,2,2,0,7,7,7,227.3645939999999,None,228.36461209999993,None,right,1,0.6888162000000193,228.39797840000006,None,228.48126553999992,228.91468220000002,229.11461504000005,None,02,001,2022_Jun_17_1342,vSAT,2021.2.3,59.9714895539394,
SAT_stims-16529098615025146.csv,0.028999999999999998,1,0,0,0,left,0,2,2,2,0,8,8,8,229.63131369999996,None,230.63133850000008,None,left,1,1.2060467000001154,230.66463879999992,None,230.74799474000002,None,231.89800113999996,None,02,001,2022_Jun_17_1342,vSAT,2021.2.3,59.9714895539394,
SAT_stims-16529098615025146.csv,0.017,2,0,0,1,right,0,2,2,2,0,9,9,9,232.4146862,None,234.41474229999994,None,right,1,0.638733000000002,234.44805780000002,None,234.53137313999997,234.9647141999999,235.1146919399999,None,02,001,2022_Jun_17_1342,vSAT,2021.2.3,59.9714895539394,
SAT_stims-16529098615025146.csv,0.028999999999999998,1,0,0,1,right,0,2,2,2,0,10,10,10,235.63136499999996,None,236.63140969999995,None,right,1,0.5980862999999772,236.6647149999999,None,236.74807874000004,None,237.28142454000005,None,02,001,2022_Jun_17_1342,vSAT,2021.2.3,59.9714895539394,
SAT_stims-16529098615025146.csv,0.05,3,0,0,0,left,0,2,2,2,0,11,11,11,237.7981009,None,240.79812059999995,None,left,1,0.7507508999999573,240.84815379999986,None,240.93146884000004,241.36493900000005,241.6148157400001,None,02,001,2022_Jun_17_1342,vSAT,2021.2.3,59.9714895539394,
SAT_stims-16529098615025146.csv,0.05,3,0,0,1,right,0,2,2,2,0,12,12,12,242.13151070000004,None,245.1315543999999,None,right,1,0.3852928000001157,245.18155479999996,None,245.26488324000007,None,245.6148801800001,None,02,001,2022_Jun_17_1342,vSAT,2021.2.3,59.9714895539394,
SAT_stims-16529098615025146.csv,0.028999999999999998,3,0,0,1,right,0,2,2,2,0,13,13,13,246.13159199999996,None,249.13160100000005,None,right,1,0.43394869999997354,249.1649488999999,None,249.24828503999998,None,249.6315908800001,None,02,001,2022_Jun_17_1342,vSAT,2021.2.3,59.9714895539394,
SAT_stims-16529098615025146.csv,0.028999999999999998,2,0,0,0,left,0,2,2,2,0,14,14,14,250.14830860000006,None,252.14834810000002,None,left,1,0.7291823000000477,252.1816558999999,None,252.26498094000004,None,252.93166434000005,None,02,001,2022_Jun_17_1342,vSAT,2021.2.3,59.9714895539394,
SAT_stims-16529098615025146.csv,0.028999999999999998,2,0,0,1,right,0,2,2,2,0,15,15,15,253.44836859999987,None,255.44837039999993,None,right,1,0.46918080000000373,255.48170830000004,None,255.56511013999994,None,255.9983782800001,None,02,001,2022_Jun_17_1342,vSAT,2021.2.3,59.9714895539394,
SAT_stims-16529098615025146.csv,0.028999999999999998,1,0,0,1,right,0,2,2,2,0,16,16,16,256.51503219999995,None,257.5150767,None,right,1,0.4984501999999793,257.54837810000004,None,257.63172754,None,258.06508263999996,258.5650771999999,02,001,2022_Jun_17_1342,vSAT,2021.2.3,59.9714895539394,
SAT_stims-16529098615025146.csv,0.017,2,0,0,0,left,0,2,2,2,0,17,17,17,258.5817717,None,260.5817038,None,left,1,0.631791499999963,260.6150493,None,260.6983762400001,None,261.26499283999993,None,02,001,2022_Jun_17_1342,vSAT,2021.2.3,59.9714895539394,
SAT_stims-16529098615025146.csv,0.017,3,0,0,0,left,0,2,2,2,0,18,18,18,261.7816897,None,264.7817585999999,None,left,1,1.0396594000001187,264.8151250000001,None,264.8984398400001,None,265.8817704399999,None,02,001,2022_Jun_17_1342,vSAT,2021.2.3,59.9714895539394,
SAT_stims-16529098615025146.csv,0.05,1,0,0,1,right,0,2,2,2,0,19,19,19,266.39846349999993,None,267.3984713,None,right,1,0.6622362999999041,267.44853379999995,None,267.53189503999994,267.9651908999999,268.1318661399999,None,02,001,2022_Jun_17_1342,vSAT,2021.2.3,59.9714895539394,
SAT_stims-16529098615025146.csv,0.017,3,0,0,0,left,0,2,2,2,0,20,20,20,268.6485548999999,None,271.64862649999986,None,left,1,0.7007473999999547,271.68197499999997,None,271.76529394000005,None,272.3986359399999,None,02,001,2022_Jun_17_1342,vSAT,2021.2.3,59.9714895539394,
SAT_stims-16529098615025146.csv,0.017,3,0,0,1,right,0,2,2,2,0,21,21,21,272.9153148999999,None,275.91537859999994,None,left,0,0.4022041000000627,275.9487151000001,None,276.03202444000004,None,276.39869358,None,02,001,2022_Jun_17_1342,vSAT,2021.2.3,59.9714895539394,
