catchme_participant_response.text,catchme_participant_response.started,catchme_participant_response.stopped,participant,session,date,expName,psychopyVersion,frameRate,
" It starts in a tv quiz show and the announcer calls three men named Frank Abignale in a pilot uniform. this man has been a conman over 5 years and has made millions of money over fraudulent checks while being a pilot, attorney and a clinician. Lady asks a question and each of the men answers. One man says the man who caught him was named Carl Hemsready. It cuts to a jail in france where Carl is talking to french police, he is taken to a cell where Frank is kept. Carl talks to Frank and franks eems to shave cold and collapses. Frank calls for",330.41191530000015,None,,,,,,,
