task_order,image_stim,match,corr_key,TOL_loop.thisRepN,TOL_loop.thisTrialN,TOL_loop.thisN,TOL_loop.thisIndex,stim_loop.thisRepN,stim_loop.thisTrialN,stim_loop.thisN,stim_loop.thisIndex,stim_text.started,stim_text.stopped,stim_resp.keys,stim_resp.corr,stim_resp.rt,stim_resp.started,stim_resp.stopped,stim_image.started,stim_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
MM_stims-16529098610584273.csv,multi_move_stimuli\stim_not_two_move\stim_not_two_move_4.jpg,0,left,0,2,2,2,0,2,2,2,200.78748839999935,None,left,1,0.6771873999996387,200.78748839999935,None,193.80406869999933,200.80415939999966,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
MM_stims-16529098610584273.csv,multi_move_stimuli\stim_not_two_move\stim_not_two_move_3.jpg,0,left,0,2,2,2,0,3,3,3,210.78761880000002,None,left,1,0.8210165999998935,210.78761880000002,None,203.80419859999984,210.80428429999938,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
MM_stims-16529098610584273.csv,multi_move_stimuli\stim_not_two_move\stim_not_two_move_5.jpg,0,left,0,2,2,2,0,4,4,4,220.787738,None,left,1,0.4688914999996996,220.787738,None,213.80431789999966,220.8044149999996,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
MM_stims-16529098610584273.csv,multi_move_stimuli\stim_two_move\stim_two_move_3.jpg,1,right,0,2,2,2,0,5,5,5,230.78787469999952,None,right,1,0.5807775000002948,230.78787469999952,None,223.8044805999998,230.80452220000006,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
MM_stims-16529098610584273.csv,,,,0,2,2,2,,,,,,,,,,,,,,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
ZM_stims-1652909861043299.csv,zero_move_stimuli\zero_move_5.jpg,0,left,0,3,3,3,0,0,0,0,244.8047302999994,None,left,1,0.435935999999856,244.8047302999994,None,237.8213071,244.8214054,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
ZM_stims-1652909861043299.csv,zero_move_stimuli\zero_move_3.jpg,0,left,0,3,3,3,0,1,1,1,254.80486719999953,None,left,1,0.5477420999995957,254.80486719999953,None,247.82143059999999,254.82153149999976,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
ZM_stims-1652909861043299.csv,zero_move_stimuli\zero_move_6.jpg,0,left,0,3,3,3,0,2,2,2,264.80500219999976,None,left,1,0.5474222000002555,264.80500219999976,None,257.8215803999992,264.8216653999998,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
ZM_stims-1652909861043299.csv,zero_move_stimuli\zero_move_2.jpg,0,left,0,3,3,3,0,3,3,3,274.8051336999997,None,left,1,0.6913380999994843,274.8051336999997,None,267.8217154999993,274.8217926999996,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
ZM_stims-1652909861043299.csv,zero_move_stimuli\zero_move_4.jpg,0,left,0,3,3,3,0,4,4,4,284.8052706999997,None,left,1,0.8351369000001796,284.8052706999997,None,277.82182609999927,284.82191629999943,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
ZM_stims-1652909861043299.csv,zero_move_stimuli\zero_move_1.jpg,0,left,0,3,3,3,0,5,5,5,294.80539469999985,None,left,1,1.42693060000056,294.80539469999985,None,287.8219638999999,294.8220575999994,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
ZM_stims-1652909861043299.csv,,,,0,3,3,3,,,,,,,,,,,,,,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
MM_stims-1652909861074536.csv,multi_move_stimuli\stim_not_two_move\stim_not_two_move_3.jpg,0,left,0,4,4,4,0,0,0,0,308.93890459999966,None,left,1,0.5574636000001192,308.93890459999966,None,301.97213869999996,308.9722333999998,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
MM_stims-1652909861074536.csv,multi_move_stimuli\stim_two_move\stim_two_move_3.jpg,1,right,0,4,4,4,0,1,1,1,318.93904569999995,311.95565199999965,right,1,0.8772548999995706,318.93904569999995,311.95565199999965,311.95565199999965,318.95571539999946,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
MM_stims-1652909861074536.csv,multi_move_stimuli\stim_not_two_move\stim_not_two_move_2.jpg,0,left,0,4,4,4,0,2,2,2,328.93916480000007,321.95572639999955,right,0,0.5250750999994125,328.93916480000007,321.95572639999955,321.95572639999955,328.95583029999943,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
MM_stims-1652909861074536.csv,multi_move_stimuli\stim_not_two_move\stim_not_two_move_5.jpg,0,left,0,4,4,4,0,3,3,3,338.9393115999992,331.95588509999925,left,1,0.5410891999999876,338.9393115999992,331.95588509999925,331.95588509999925,338.95597479999924,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
MM_stims-1652909861074536.csv,multi_move_stimuli\stim_two_move\stim_two_move_4.jpg,1,right,0,4,4,4,0,4,4,4,348.9394378999996,341.9726809999993,right,1,0.5568960000000516,348.9394378999996,341.9726809999993,341.9726809999993,348.9727753999996,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
MM_stims-1652909861074536.csv,multi_move_stimuli\stim_two_move\stim_two_move_1.jpg,1,right,0,4,4,4,0,5,5,5,358.93955800000003,351.95614899999964,right,1,0.764698099999805,358.93955800000003,351.95614899999964,351.95614899999964,358.9562403,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
MM_stims-1652909861074536.csv,,,,0,4,4,4,,,,,,,,,,,,,,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
ZM_stims-16529098610594244.csv,zero_move_stimuli\zero_move_3.jpg,0,left,0,5,5,5,0,0,0,0,372.95638079999935,None,left,1,0.3957159999999931,372.95638079999935,None,365.97300369999994,372.9730867999997,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
ZM_stims-16529098610594244.csv,zero_move_stimuli\zero_move_4.jpg,0,left,0,5,5,5,0,1,1,1,382.95654229999946,None,left,1,0.5877344000000448,382.95654229999946,None,375.97312689999944,382.9732202999994,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
ZM_stims-16529098610594244.csv,zero_move_stimuli\zero_move_6.jpg,0,left,0,5,5,5,0,2,2,2,392.9566744999993,None,left,1,1.1313642999994045,392.9566744999993,None,385.9733391,392.9733478999997,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
ZM_stims-16529098610594244.csv,zero_move_stimuli\zero_move_1.jpg,0,left,0,5,5,5,0,3,3,3,402.95681909999985,None,left,1,0.587370600000213,402.95681909999985,None,395.9733834999997,402.97348619999957,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
ZM_stims-16529098610594244.csv,zero_move_stimuli\zero_move_2.jpg,0,left,0,5,5,5,0,4,4,4,412.95695929999965,None,left,1,0.5232898000003843,412.95695929999965,None,405.9735200999994,412.97363099999984,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
ZM_stims-16529098610594244.csv,zero_move_stimuli\zero_move_5.jpg,0,left,0,5,5,5,0,5,5,5,422.9570826999998,None,None,0,,422.9570826999998,None,415.9736275999994,422.97374429999945,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
ZM_stims-16529098610594244.csv,,,,0,5,5,5,,,,,,,,,,,,,,01,001,2022_Jun_15_1603,tower_of_london,2021.2.3,59.99541635042885,
