halfway_tone.started,halfway_tone.stopped,trial_cross.started,trial_cross.stopped,done_sound.started,done_sound.stopped,participant,session,date,expName,psychopyVersion,frameRate,
238.1599380400001,238.65998710000008,28.17395209999995,None,448.1793293399999,448.6960308,,,,,,,
