pieman_clip.started,pieman_clip.stopped,pieman_cross.started,pieman_cross.stopped,participant_response.text,participant_response.started,participant_response.stopped,participant,session,date,expName,psychopyVersion,frameRate,
16.725673309999546,None,16.742450700000063,None," Jim, is a student at Fordham University who is an author of a newpaper. He sees Dean MacAllen and asks a question. As Dean was going to brush him away, he gets attacked by one of the students with a creampie. Dean's face is all creampie. Jim asks the question again and Dean says fuck you. He goes to the newspaper and makes news about Pieman, appearing in various school locations and saying latin word for I am not an animal. The new",443.48249739999983,None,,,,,,,
