test1_image.started,test1_image.stopped,test1_resp.keys,test1_resp.rt,test1_resp.started,test1_resp.stopped,test2_image.started,test2_image.stopped,test2_resp.keys,test2_resp.rt,test2_resp.started,test2_resp.stopped,test3_image.started,test3_image.stopped,test3_resp.keys,test3_resp.rt,test3_resp.started,test3_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
69.04403750000006,None,space,18.515139900000122,69.04403750000006,None,,,,,,,,,,,,,02,001,2022_Jun_17_1349,king_devick,2021.2.3,59.99480444993275,
,,,,,,92.99438069999974,None,space,17.78063740000016,92.99438069999974,None,,,,,,,02,001,2022_Jun_17_1349,king_devick,2021.2.3,59.99480444993275,
,,,,,,,,,,,,116.09475689999977,None,space,17.52842320000036,116.09475689999977,None,02,001,2022_Jun_17_1349,king_devick,2021.2.3,59.99480444993275,
