sherlock_participant_response.text,sherlock_participant_response.started,sherlock_participant_response.stopped,participant,session,date,expName,psychopyVersion,frameRate,
" Holmes and Watson meet for the first time and will potentially become flatmates at 221 Baker Street (Britain, not London it sounds). Sherlock clearly has an affinity for picking up on nuances in people's mannerisms and backgrounds from small clues; makes some sense provided we know him to be a pretty good detective. He derives Watson's being an army veteran immediately and quickly figures out why he's there in the first place. Despite his intelligence, Holmes seems to have no social skills provided it is his first meeting with Watson and he misses his lab assistant's cues toward intimacy. They appear to be feigning an alibi for someone",322.4742047,None,,,,,,,
