task_order,num_stim,match,corr_key,match_num,n_back_loop.thisRepN,n_back_loop.thisTrialN,n_back_loop.thisN,n_back_loop.thisIndex,stim_loop.thisRepN,stim_loop.thisTrialN,stim_loop.thisN,stim_loop.thisIndex,stim_text.started,stim_text.stopped,stim_resp.keys,stim_resp.corr,stim_resp.started,stim_resp.stopped,stim_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
OB-16571317867791038.csv,5,0,left,,0,5,5,5,0,2,2,2,401.37826340000083,401.87829670000065,left,1,401.37826340000083,401.37826340000083,0.5807062000003498,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
OB-16571317867791038.csv,5,1,right,,0,5,5,5,0,3,3,3,404.8783267000008,405.37833860000046,right,1,404.8783267000008,404.8783267000008,0.45670329999938986,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
OB-16571317867791038.csv,5,1,right,,0,5,5,5,0,4,4,4,408.3783712000004,408.87841090000074,right,1,408.3783712000004,408.3783712000004,0.4605258000001413,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
OB-16571317867791038.csv,9,0,left,,0,5,5,5,0,5,5,5,411.8784290000003,412.3784284000003,left,1,411.8784290000003,411.8784290000003,0.4165084999995088,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
OB-16571317867791038.csv,7,0,left,,0,5,5,5,0,6,6,6,415.37849500000084,415.87849220000044,left,1,415.37849500000084,415.37849500000084,0.5484833000000435,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
OB-16571317867791038.csv,0,0,left,,0,5,5,5,0,7,7,7,418.8785305000001,419.3785131000004,left,1,418.8785305000001,418.8785305000001,0.4246285999997781,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
OB-16571317867791038.csv,8,0,left,,0,5,5,5,0,8,8,8,422.37856550000015,422.8786166000009,left,1,422.37856550000015,422.37856550000015,0.4923039000004792,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
OB-16571317867791038.csv,8,1,right,,0,5,5,5,0,9,9,9,425.8786404000002,426.3786572000008,right,1,425.8786404000002,425.8786404000002,0.592234699999608,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
OB-16571317867791038.csv,8,1,right,,0,5,5,5,0,10,10,10,429.37870120000025,429.87870980000025,right,1,429.37870120000025,429.37870120000025,0.38817459999972925,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
OB-16571317867791038.csv,4,0,left,,0,5,5,5,0,11,11,11,432.8787686000005,433.37875130000066,left,1,432.8787686000005,432.8787686000005,0.4401279000003342,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
OB-16571317867791038.csv,6,0,left,,0,5,5,5,0,12,12,12,436.3788047000007,436.8788080000004,left,1,436.3788047000007,436.3788047000007,0.6682052000005569,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
OB-16571317867791038.csv,9,0,left,,0,5,5,5,0,13,13,13,439.87886720000006,440.3788594000007,left,1,439.87886720000006,439.87886720000006,0.5600186000001486,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
OB-16571317867791038.csv,9,1,right,,0,5,5,5,0,14,14,14,443.3789235000004,443.87892920000013,right,1,443.3789235000004,443.3789235000004,0.3881344999999783,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
OB-16571317867791038.csv,9,1,right,,0,5,5,5,0,15,15,15,446.87894700000015,447.3789734000002,right,1,446.87894700000015,446.87894700000015,0.4081120999999257,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
OB-16571317867791038.csv,1,0,left,,0,5,5,5,0,16,16,16,450.3790144000004,450.8790321000006,left,1,450.3790144000004,450.3790144000004,0.5400845000003756,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
OB-16571317867791038.csv,3,0,left,,0,5,5,5,0,17,17,17,453.8790869000004,454.3790918000004,left,1,453.8790869000004,453.8790869000004,0.39995379999982106,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
OB-16571317867791038.csv,4,0,left,,0,5,5,5,0,18,18,18,457.3791187000006,457.8792019000002,left,1,457.3791187000006,457.3791187000006,0.5639546000002156,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
OB-16571317867791038.csv,4,1,right,,0,5,5,5,0,19,19,19,460.87919000000056,461.37919710000006,right,1,460.87919000000056,460.87919000000056,0.35967429999982414,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
OB-16571317867791038.csv,,,,,0,5,5,5,,,,,,,,,,,,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
TB-16571317877702205.csv,2,0,left,,0,6,6,6,0,0,0,0,468.7126343000009,469.2126506000004,None,0,468.7126343000009,None,,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
TB-16571317877702205.csv,3,0,left,,0,6,6,6,0,1,1,1,472.2126900000003,472.71271420000085,None,0,472.2126900000003,472.2126900000003,,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
TB-16571317877702205.csv,3,0,left,,0,6,6,6,0,2,2,2,475.71273400000064,476.21273740000015,left,1,475.71273400000064,475.71273400000064,0.4862849000001006,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
TB-16571317877702205.csv,3,1,right,,0,6,6,6,0,3,3,3,479.21280620000016,479.71281460000046,right,1,479.21280620000016,479.21280620000016,0.5381879999995363,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
TB-16571317877702205.csv,3,1,right,,0,6,6,6,0,4,4,4,482.7128610000009,483.2128655000006,right,1,482.7128610000009,482.7128610000009,0.3660380000001169,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
TB-16571317877702205.csv,7,0,left,,0,6,6,6,0,5,5,5,486.21291760000076,486.7129113000001,left,1,486.21291760000076,486.21291760000076,0.48220760000003793,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
TB-16571317877702205.csv,3,1,right,,0,6,6,6,0,6,6,6,489.71297630000026,490.21297050000067,right,1,489.71297630000026,489.71297630000026,0.4860823999997592,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
TB-16571317877702205.csv,4,0,left,,0,6,6,6,0,7,7,7,493.2130235000004,493.7130246000006,left,1,493.2130235000004,493.2130235000004,0.49004210000020976,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
TB-16571317877702205.csv,3,1,right,,0,6,6,6,0,8,8,8,496.7130741000001,497.21309350000047,right,1,496.7130741000001,496.7130741000001,0.5257711999993262,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
TB-16571317877702205.csv,8,0,left,,0,6,6,6,0,9,9,9,500.21312000000034,500.7131358000006,left,1,500.21312000000034,500.21312000000034,0.4178349000003436,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
TB-16571317877702205.csv,3,1,right,,0,6,6,6,0,10,10,10,503.7131696000006,504.21319740000035,right,1,503.7131696000006,503.7131696000006,0.5977724000003946,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
TB-16571317877702205.csv,8,1,right,,0,6,6,6,0,11,11,11,507.21323460000076,507.71323200000006,right,1,507.21323460000076,507.21323460000076,0.7137241000000358,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
TB-16571317877702205.csv,7,0,left,,0,6,6,6,0,12,12,12,510.71326920000047,511.2132698000005,left,1,510.71326920000047,510.71326920000047,0.5736801000002743,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
TB-16571317877702205.csv,8,1,right,,0,6,6,6,0,13,13,13,514.2133468000002,514.7133622000001,right,1,514.2133468000002,514.2133468000002,0.3377976000001581,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
TB-16571317877702205.csv,2,0,left,,0,6,6,6,0,14,14,14,517.7134087000004,518.2134121000008,left,1,517.7134087000004,517.7134087000004,0.48553650000030757,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
TB-16571317877702205.csv,8,1,right,,0,6,6,6,0,15,15,15,521.2134528000006,521.7134553000005,right,1,521.2134528000006,521.2134528000006,0.32973260000017035,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
TB-16571317877702205.csv,3,0,left,,0,6,6,6,0,16,16,16,524.7135028000002,525.2134802,left,1,524.7135028000002,524.7135028000002,0.5094247999995787,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
TB-16571317877702205.csv,1,0,left,,0,6,6,6,0,17,17,17,528.2135214000009,528.7135655000002,left,1,528.2135214000009,528.2135214000009,0.9613171000000875,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
TB-16571317877702205.csv,6,0,left,,0,6,6,6,0,18,18,18,531.7136507000005,532.2136041000003,left,1,531.7136507000005,531.7136507000005,0.6133254000005763,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
TB-16571317877702205.csv,3,0,left,,0,6,6,6,0,19,19,19,535.2136606000004,535.7136798000001,left,1,535.2136606000004,535.2136606000004,0.5052122999995845,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
TB-16571317877702205.csv,,,,,0,6,6,6,,,,,,,,,,,,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_1-16571317861927297.csv,1,1,right,1,0,7,7,7,0,0,0,0,542.7471672000001,543.2471245000006,right,1,542.7471672000001,None,0.3957468999997218,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_1-16571317861927297.csv,4,0,left,1,0,7,7,7,0,1,1,1,546.2471450000003,546.7471709000001,left,1,546.2471450000003,546.2471450000003,0.44791350000014063,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_1-16571317861927297.csv,0,0,left,1,0,7,7,7,0,2,2,2,549.7472326000006,550.2472267000003,left,1,549.7472326000006,549.7472326000006,0.4836918999999398,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_1-16571317861927297.csv,1,1,right,1,0,7,7,7,0,3,3,3,553.2472835000008,553.747292,right,1,553.2472835000008,553.2472835000008,0.4235803000001397,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_1-16571317861927297.csv,7,0,left,1,0,7,7,7,0,4,4,4,556.7473264,557.2473509000001,left,1,556.7473264,556.7473264,0.36353589999998803,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_1-16571317861927297.csv,1,1,right,1,0,7,7,7,0,5,5,5,560.2473774,560.7473879000008,right,1,560.2473774,560.2473774,0.335658400000284,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_1-16571317861927297.csv,1,1,right,1,0,7,7,7,0,6,6,6,563.7474570000004,564.2474338000002,right,1,563.7474570000004,563.7474570000004,0.3394626999997854,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_1-16571317861927297.csv,3,0,left,1,0,7,7,7,0,7,7,7,567.2475049000004,567.7475105000003,left,1,567.2475049000004,567.2475049000004,0.37530429999969783,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_1-16571317861927297.csv,4,0,left,1,0,7,7,7,0,8,8,8,570.7475403000008,571.2475689000003,left,1,570.7475403000008,570.7475403000008,0.4433230000004187,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_1-16571317861927297.csv,1,1,right,1,0,7,7,7,0,9,9,9,574.2476105000005,574.7475976000005,right,1,574.2476105000005,574.2476105000005,0.39940389999992476,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_1-16571317861927297.csv,1,1,right,1,0,7,7,7,0,10,10,10,577.7476615000005,578.2476804000007,right,1,577.7476615000005,577.7476615000005,0.467261700000563,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_1-16571317861927297.csv,1,1,right,1,0,7,7,7,0,11,11,11,581.2477176000002,581.7477257,right,1,581.2477176000002,581.2477176000002,0.43925299999955314,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_1-16571317861927297.csv,9,0,left,1,0,7,7,7,0,12,12,12,584.7477346000005,585.2477681,left,1,584.7477346000005,584.7477346000005,0.39505300000018906,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_1-16571317861927297.csv,4,0,left,1,0,7,7,7,0,13,13,13,588.2478093000009,588.7478183000003,left,1,588.2478093000009,588.2478093000009,0.44704769999952987,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_1-16571317861927297.csv,9,0,left,1,0,7,7,7,0,14,14,14,591.7478944000004,592.2478550000005,left,1,591.7478944000004,591.7478944000004,0.3872110000002067,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_1-16571317861927297.csv,7,0,left,1,0,7,7,7,0,15,15,15,595.2479300000005,595.7479348000006,left,1,595.2479300000005,595.2479300000005,0.37510629999997036,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_1-16571317861927297.csv,9,0,left,1,0,7,7,7,0,16,16,16,598.7479776,599.2480025000004,left,1,598.7479776,598.7479776,0.41097499999978027,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_1-16571317861927297.csv,1,1,right,1,0,7,7,7,0,17,17,17,602.2480314000004,602.7480441000007,right,1,602.2480314000004,602.2480314000004,0.41488009999920905,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_1-16571317861927297.csv,3,0,left,1,0,7,7,7,0,18,18,18,605.7480609000004,606.2480926000007,None,0,605.7480609000004,605.7480609000004,,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_1-16571317861927297.csv,1,1,right,1,0,7,7,7,0,19,19,19,609.2481585000005,609.7481990000006,right,1,609.2481585000005,609.2481585000005,0.4070192999997744,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_1-16571317861927297.csv,,,,,0,7,7,7,,,,,,,,,,,,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_4-16571317865062299.csv,5,0,left,4,0,8,8,8,0,0,0,0,617.2815998000005,617.7816069,left,1,617.2815998000005,None,0.4854622000002564,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_4-16571317865062299.csv,8,0,left,4,0,8,8,8,0,1,1,1,620.7816485000003,621.2816618000006,left,1,620.7816485000003,620.7816485000003,0.3935050999998566,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_4-16571317865062299.csv,4,1,right,4,0,8,8,8,0,2,2,2,624.2817078000007,624.7817065000008,right,1,624.2817078000007,624.2817078000007,0.4773808999998437,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_4-16571317865062299.csv,2,0,left,4,0,8,8,8,0,3,3,3,627.7817532000008,628.2817734,left,1,627.7817532000008,627.7817532000008,0.4651317999996536,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_4-16571317865062299.csv,3,0,left,4,0,8,8,8,0,4,4,4,631.2818299,631.7818379,left,1,631.2818299,631.2818299,0.3893652999995538,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_4-16571317865062299.csv,4,1,right,4,0,8,8,8,0,5,5,5,634.7818785000009,635.2818816000008,right,1,634.7818785000009,634.7818785000009,0.3770715000000564,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_4-16571317865062299.csv,8,0,left,4,0,8,8,8,0,6,6,6,638.2819134000001,638.7819253000007,left,1,638.2819134000001,638.2819134000001,0.36494459999994433,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_4-16571317865062299.csv,3,0,left,4,0,8,8,8,0,7,7,7,641.7819869000004,642.2819948000006,left,1,641.7819869000004,641.7819869000004,0.35298129999955563,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_4-16571317865062299.csv,6,0,left,4,0,8,8,8,0,8,8,8,645.2820238000004,645.7820456000009,left,1,645.2820238000004,645.2820238000004,0.34077329999945505,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_4-16571317865062299.csv,1,0,left,4,0,8,8,8,0,9,9,9,648.7820923000008,649.2821042000005,left,1,648.7820923000008,648.7820923000008,0.40880010000000766,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_4-16571317865062299.csv,8,0,left,4,0,8,8,8,0,10,10,10,652.2821357000003,652.78215,left,1,652.2821357000003,652.2821357000003,0.3646980000003168,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_4-16571317865062299.csv,4,1,right,4,0,8,8,8,0,11,11,11,655.7822009000001,656.2822023000008,right,1,655.7822009000001,655.7822009000001,0.4326356000001397,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_4-16571317865062299.csv,4,1,right,4,0,8,8,8,0,12,12,12,659.2822670000005,659.7822513000001,right,1,659.2822670000005,659.2822670000005,0.4205007000000478,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_4-16571317865062299.csv,4,1,right,4,0,8,8,8,0,13,13,13,662.7823281000001,663.2822746000002,right,1,662.7823281000001,662.7823281000001,0.360848100000112,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_4-16571317865062299.csv,4,1,right,4,0,8,8,8,0,14,14,14,666.2823625000001,666.7823637000001,right,1,666.2823625000001,666.2823625000001,0.33280219999960536,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_4-16571317865062299.csv,4,1,right,4,0,8,8,8,0,15,15,15,669.7824139000004,670.2824227000001,right,1,669.7824139000004,669.7824139000004,0.3847309000002497,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_4-16571317865062299.csv,1,0,left,4,0,8,8,8,0,16,16,16,673.2824758000006,673.7824823000001,left,1,673.2824758000006,673.2824758000006,0.40438410000024305,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_4-16571317865062299.csv,9,0,left,4,0,8,8,8,0,17,17,17,676.7825290000001,677.2825193000008,left,1,676.7825290000001,676.7825290000001,0.39238579999982903,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_4-16571317865062299.csv,7,0,left,4,0,8,8,8,0,18,18,18,680.2825896000004,680.7825702,left,1,680.2825896000004,680.2825896000004,0.3804685999994035,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_4-16571317865062299.csv,4,1,right,4,0,8,8,8,0,19,19,19,683.7826239000005,684.2826427000009,right,1,683.7826239000005,683.7826239000005,0.4323044000002483,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
ZB-match_4-16571317865062299.csv,,,,,0,8,8,8,,,,,,,,,,,,03,001,2022_Jul_06_1558,n_back,2021.2.3,60.017345012903746,
