task_order,stim_time,inter_stim_time,x_pos,y_pos,match,corr_key,main_loop.thisRepN,main_loop.thisTrialN,main_loop.thisN,main_loop.thisIndex,vSAT_loop.thisRepN,vSAT_loop.thisTrialN,vSAT_loop.thisN,vSAT_loop.thisIndex,inter_stim_text.started,inter_stim_text.stopped,vSAT_square.started,vSAT_square.stopped,stim_resp.keys,stim_resp.corr,stim_resp.rt,stim_resp.started,stim_resp.stopped,response_sound.started,response_sound.stopped,feedback_sound.started,feedback_sound.stopped,participant,session,date,expName,psychopyVersion,frameRate,
SAT_stims-16571317877910345.csv,0.028999999999999998,3,0,0,1,right,0,0,0,0,0,0,0,0,17.751881399999547,None,20.751849399999628,None,right,1,0.41147709999950166,20.785200899999836,None,20.868519939999807,None,21.23519547999986,None,03,001,2022_Jul_06_1622,vSAT,2021.2.3,59.994660475265285,
SAT_stims-16571317877910345.csv,0.05,3,0,0,1,right,0,0,0,0,0,1,1,1,21.751872599999842,None,24.751926299999468,None,right,1,0.2827185999994981,24.80192949999946,None,24.8852688400003,None,25.11857368000001,None,03,001,2022_Jul_06_1622,vSAT,2021.2.3,59.994660475265285,
SAT_stims-16571317877910345.csv,0.017,1,0,0,0,left,0,0,0,0,0,2,2,2,25.635278699999617,None,26.63528909999968,None,left,1,0.8318887999994331,26.66863420000027,None,26.75193453999973,None,27.518627540000217,None,03,001,2022_Jul_06_1622,vSAT,2021.2.3,59.994660475265285,
SAT_stims-16571317877910345.csv,0.028999999999999998,1,0,0,0,left,0,0,0,0,0,3,3,3,28.035287499999868,None,29.035334799999873,None,left,1,0.5440244000001258,29.068633099999715,None,29.1519652400003,None,29.635327940000117,None,03,001,2022_Jul_06_1622,vSAT,2021.2.3,59.994660475265285,
SAT_stims-16571317877910345.csv,0.05,3,0,0,1,right,0,0,0,0,0,4,4,4,30.152010599999812,None,33.15206599999965,None,right,1,0.2826368000005459,33.202029799999764,None,33.2853551399995,None,33.51873037999958,None,03,001,2022_Jul_06_1622,vSAT,2021.2.3,59.994660475265285,
SAT_stims-16571317877910345.csv,0.05,1,0,0,1,right,0,0,0,0,0,5,5,5,34.03540210000028,None,35.03541010000026,None,right,1,0.4472197999994023,35.085412200000064,None,35.16875373999947,None,35.56876237999968,None,03,001,2022_Jul_06_1622,vSAT,2021.2.3,59.994660475265285,
SAT_stims-16571317877910345.csv,0.028999999999999998,2,0,0,1,right,0,0,0,0,0,6,6,6,36.085399900000084,None,38.085439499999666,None,right,1,0.357839100000092,38.118789399999514,None,38.20212384000033,None,38.518784580000286,None,03,001,2022_Jul_06_1622,vSAT,2021.2.3,59.994660475265285,
SAT_stims-16571317877910345.csv,0.017,2,0,0,0,left,0,0,0,0,0,7,7,7,39.03548429999955,None,41.03551179999977,None,left,1,0.41579340000043885,41.06886370000029,None,41.15218534000005,None,41.51885757999953,None,03,001,2022_Jul_06_1622,vSAT,2021.2.3,59.994660475265285,
SAT_stims-16571317877910345.csv,0.017,3,0,0,0,left,0,0,0,0,0,8,8,8,42.035497799999575,None,45.03555669999969,None,left,1,0.5118274999995265,45.06889969999975,None,45.15223763999993,None,45.61891913999998,None,03,001,2022_Jul_06_1622,vSAT,2021.2.3,59.994660475265285,
SAT_stims-16571317877910345.csv,0.028999999999999998,2,0,0,0,left,0,0,0,0,0,9,9,9,46.13559489999989,None,48.13562480000019,None,left,1,0.9958213999998407,48.16893600000003,None,48.252294740000345,None,49.18562803999985,None,03,001,2022_Jul_06_1622,vSAT,2021.2.3,59.994660475265285,
SAT_stims-16571317877910345.csv,0.05,2,0,0,0,left,0,0,0,0,0,10,10,10,49.68566439999995,None,51.685680699999466,None,left,1,0.5011037999993277,51.735669300000154,None,51.819009740000276,None,52.26899397999951,None,03,001,2022_Jul_06_1622,vSAT,2021.2.3,59.994660475265285,
SAT_stims-16571317877910345.csv,0.017,3,0,0,0,left,0,0,0,0,0,11,11,11,52.78574070000013,None,55.78574149999986,None,left,1,0.5615564999998242,55.81906220000019,None,55.90241874000012,None,56.40240963999995,None,03,001,2022_Jul_06_1622,vSAT,2021.2.3,59.994660475265285,
SAT_stims-16571317877910345.csv,0.028999999999999998,2,0,0,1,right,0,0,0,0,0,12,12,12,56.91906370000015,None,58.91911280000022,None,right,1,0.2762517000001026,58.9524593999995,None,59.03578774000025,None,59.25247713999952,59.76911519999976,03,001,2022_Jul_06_1622,vSAT,2021.2.3,59.994660475265285,
SAT_stims-16571317877910345.csv,0.028999999999999998,3,0,0,1,right,0,0,0,0,0,13,13,13,59.7857826999998,None,62.78583230000004,None,left,0,0.265545999999631,62.81919420000031,None,62.90250873999967,None,63.11919357999996,None,03,001,2022_Jul_06_1622,vSAT,2021.2.3,59.994660475265285,
