task_order,inter_stim_interval,GNG_stim,match,corr_key,inter_stim_inverval,GNG_loop.thisRepN,GNG_loop.thisTrialN,GNG_loop.thisN,GNG_loop.thisIndex,GNG_block.thisRepN,GNG_block.thisTrialN,GNG_block.thisN,GNG_block.thisIndex,inter_stim_plus.started,inter_stim_plus.stopped,go_resp.keys,go_resp.corr,go_resp.rt,go_resp.started,go_resp.stopped,go_image.started,go_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
go_stims-16529098615500104.csv,6.0,go_stimuli\puppy_20.jpeg,1,space,,0,0,0,0,0,0,0,0,31.55021910000005,None,space,1,0.44773480000003474,37.5838034999997,None,37.5838034999997,None,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
go_stims-16529098615500104.csv,6.0,go_stimuli\puppy_15.jpeg,1,space,,0,0,0,0,0,1,1,1,38.0502991999997,None,space,1,0.4754776999998285,44.08412959999987,None,44.08412959999987,None,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
go_stims-16529098615500104.csv,4.0,go_stimuli\puppy_23.jpeg,1,space,,0,0,0,0,0,2,2,2,44.58372849999978,None,space,1,0.48582329999999274,48.63410139999996,None,48.63410139999996,49.133816099999876,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
go_stims-16529098615500104.csv,4.0,go_stimuli\puppy_27.jpg,1,space,,0,0,0,0,0,3,3,3,49.15048149999984,None,space,1,0.3676711999996769,53.1841429000001,None,53.1841429000001,None,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
go_stims-16529098615500104.csv,6.0,go_stimuli\puppy_4.jpg,1,space,,0,0,0,0,0,4,4,4,53.58385039999985,None,space,1,0.5895267999999305,59.63421479999988,None,59.63421479999988,60.13398869999992,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
go_stims-16529098615500104.csv,5.5,go_stimuli\puppy_21.jpeg,1,space,,0,0,0,0,0,5,5,5,60.250705200000084,None,space,1,0.40733940000018265,65.78435489999993,None,65.78435489999993,None,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
go_stims-16529098615500104.csv,6.0,go_stimuli\puppy_6.jpg,1,space,,0,0,0,0,0,6,6,6,66.21738619999996,None,space,1,0.37253069999997024,72.25108109999974,None,72.25108109999974,None,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
go_stims-16529098615500104.csv,4.5,go_stimuli\puppy_22.jpeg,1,space,,0,0,0,0,0,7,7,7,72.6508531999998,None,space,1,0.5111997999997584,77.18453509999972,None,77.18453509999972,77.6842717999998,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
go_stims-16529098615500104.csv,5.5,go_stimuli\puppy_17.jpeg,1,space,,0,0,0,0,0,8,8,8,77.7176016999997,None,space,1,0.41169289999970715,83.26795159999983,None,83.26795159999983,None,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
go_stims-16529098615500104.csv,6.0,go_stimuli\puppy_2.jpg,1,space,,0,0,0,0,0,9,9,9,83.70102499999985,None,space,1,0.34407069999997475,89.75156609999976,None,89.75156609999976,None,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
go_stims-16529098615500104.csv,6.5,go_stimuli\puppy_30.jpg,1,space,,0,0,0,0,0,10,10,10,90.11777159999974,None,space,1,0.5004716999997072,96.6514471999999,None,96.6514471999999,97.15120109999998,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
go_stims-16529098615500104.csv,4.0,go_stimuli\puppy_1.jpg,1,space,,0,0,0,0,0,11,11,11,97.16789440000002,None,space,1,0.4302566999999726,101.20155339999974,None,101.20155339999974,None,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
go_stims-16529098615500104.csv,6.5,go_stimuli\puppy_9.jpg,1,space,,0,0,0,0,0,12,12,12,101.65131339999971,None,space,1,0.3912977999998475,108.1683923999999,None,108.1683923999999,None,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
go_stims-16529098615500104.csv,4.0,go_stimuli\puppy_19.jpeg,1,space,,0,0,0,0,0,13,13,13,108.58471830000008,None,space,1,0.37260440000000017,112.63510559999986,None,112.63510559999986,None,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
go_stims-16529098615500104.csv,6.0,go_stimuli\puppy_13.jpg,1,space,,0,0,0,0,0,14,14,14,113.03480169999966,None,space,1,0.2905117000000246,119.08519089999982,None,119.08519089999982,None,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
go_stims-16529098615500104.csv,6.5,go_stimuli\puppy_28.jpg,1,space,,0,0,0,0,0,15,15,15,119.40159330000006,None,space,1,0.38380529999994906,125.95197579999967,None,125.95197579999967,None,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
go_stims-16529098615500104.csv,6.5,go_stimuli\puppy_18.jpeg,1,space,,0,0,0,0,0,16,16,16,126.35168639999983,None,space,1,0.4097817000001669,132.9020456999997,None,132.9020456999997,None,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
go_stims-16529098615500104.csv,5.0,go_stimuli\puppy_8.jpg,1,space,,0,0,0,0,0,17,17,17,133.3351144999997,None,space,1,0.39899419999983365,138.36883339999986,None,138.36883339999986,None,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
go_stims-16529098615500104.csv,6.5,go_stimuli\puppy_25.jpeg,1,space,,0,0,0,0,0,18,18,18,138.7852171999998,None,space,1,0.36181040000019493,145.30199730000004,None,145.30199730000004,None,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
go_stims-16529098615500104.csv,4.0,go_stimuli\puppy_10.jpg,1,space,,0,0,0,0,0,19,19,19,145.68532239999968,None,space,1,0.8256741000000147,149.70207709999977,None,149.70207709999977,150.20203519999995,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
go_stims-16529098615500104.csv,,,,,,0,0,0,0,,,,,,,,,,,,,,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
GNG_stims-16529098615638611.csv,,go_stimuli\puppy_16.jpeg,1,space,6.5,0,1,1,1,0,0,0,0,157.33551089999992,None,space,1,0.39076059999979407,161.3689128000001,None,161.3689128000001,None,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
GNG_stims-16529098615638611.csv,,go_stimuli\puppy_14.jpeg,1,space,6.5,0,1,1,1,0,1,1,1,161.78556449999996,None,space,1,0.4206523999996534,165.81924789999994,None,165.81924789999994,None,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
GNG_stims-16529098615638611.csv,,go_stimuli\puppy_26.jpeg,1,space,4.5,0,1,1,1,0,2,2,2,166.26897740000004,None,space,1,0.3533502000000226,170.30237929999976,None,170.30237929999976,None,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
GNG_stims-16529098615638611.csv,,go_stimuli\puppy_18.jpeg,1,space,6.0,0,1,1,1,0,3,3,3,170.68572589999985,None,space,1,0.383798900000329,174.7360346999999,None,174.7360346999999,None,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
GNG_stims-16529098615638611.csv,,no_go_stimuli\spider_18.jpg,0,None,5.5,0,1,1,1,0,4,4,4,175.1357668999999,None,None,1,,179.20281109999996,None,179.20281109999996,179.70252600000003,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
GNG_stims-16529098615638611.csv,,no_go_stimuli\spider_14.jpeg,0,None,5.0,0,1,1,1,0,5,5,5,182.15255929999967,None,space,0,0.4367689999999129,186.2031136999999,None,186.2031136999999,None,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
GNG_stims-16529098615638611.csv,,no_go_stimuli\spider_23.jpg,0,None,4.0,0,1,1,1,0,6,6,6,186.6692908,None,None,1,,191.18637659999968,None,191.18637659999968,191.68603059999987,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
GNG_stims-16529098615638611.csv,,go_stimuli\puppy_20.jpeg,1,space,4.5,0,1,1,1,0,7,7,7,193.68603859999985,None,space,1,0.47136860000000524,197.73642949999976,None,197.73642949999976,None,02,001,2022_Jun_17_1415,go_no_go,2021.2.3,59.998260050415176,
