halfway_tone.started,halfway_tone.stopped,trial_cross.started,trial_cross.stopped,done_sound.started,done_sound.stopped,participant,session,date,expName,psychopyVersion,frameRate,
327.14979187000046,None,117.16332890000012,None,537.1695773700001,None,,,,,,,
