task_order,inter_stim_interval,GNG_stim,match,corr_key,inter_stim_inverval,GNG_loop.thisRepN,GNG_loop.thisTrialN,GNG_loop.thisN,GNG_loop.thisIndex,GNG_block.thisRepN,GNG_block.thisTrialN,GNG_block.thisN,GNG_block.thisIndex,inter_stim_plus.started,inter_stim_plus.stopped,go_resp.keys,go_resp.corr,go_resp.rt,go_resp.started,go_resp.stopped,go_image.started,go_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
go_stims-1657131785754344.csv,4.0,go_stimuli\puppy_25.jpeg,1,space,,0,0,0,0,0,0,0,0,23.859308900000087,None,space,1,0.5514800000000832,27.876027700000122,None,27.876027700000122,28.37603829999989,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
go_stims-1657131785754344.csv,4.5,go_stimuli\puppy_23.jpeg,1,space,,0,0,0,0,0,1,1,1,28.44270289999986,None,space,1,0.5065340999999535,32.993024400000195,None,32.993024400000195,33.49279939999997,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
go_stims-1657131785754344.csv,5.0,go_stimuli\puppy_22.jpeg,1,space,,0,0,0,0,0,2,2,2,33.526128399999834,None,space,1,0.5400265999996918,38.55981470000006,None,38.55981470000006,39.05950769999981,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
go_stims-1657131785754344.csv,4.0,go_stimuli\puppy_27.jpg,1,space,,0,0,0,0,0,3,3,3,39.126226999999744,None,space,1,0.5796737000000576,43.15989209999998,None,43.15989209999998,43.659621400000105,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
go_stims-1657131785754344.csv,6.5,go_stimuli\puppy_11.jpeg,1,space,,0,0,0,0,0,4,4,4,43.75960729999997,None,None,0,,50.27639050000016,None,50.27639050000016,50.77635969999983,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
go_stims-1657131785754344.csv,5.5,go_stimuli\puppy_3.jpg,1,space,,0,0,0,0,0,5,5,5,53.276382099999864,None,space,1,0.4341292999997677,58.793473000000176,None,58.793473000000176,None,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
go_stims-1657131785754344.csv,4.0,go_stimuli\puppy_28.jpg,1,space,,0,0,0,0,0,6,6,6,59.243202499999825,None,space,1,0.3818916000000172,63.293570400000135,None,63.293570400000135,None,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
go_stims-1657131785754344.csv,4.5,go_stimuli\puppy_30.jpg,1,space,,0,0,0,0,0,7,7,7,63.69327109999995,None,space,1,0.3127115999996022,68.22694989999991,None,68.22694989999991,None,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
go_stims-1657131785754344.csv,6.0,go_stimuli\puppy_17.jpeg,1,space,,0,0,0,0,0,8,8,8,68.56000700000004,None,space,1,0.40906059999997524,74.61037189999979,None,74.61037189999979,None,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
go_stims-1657131785754344.csv,4.5,go_stimuli\puppy_1.jpg,1,space,,0,0,0,0,0,9,9,9,75.04345920000014,None,space,1,0.3553468000000066,79.5604801999998,None,79.5604801999998,None,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
go_stims-1657131785754344.csv,5.0,go_stimuli\puppy_19.jpeg,1,space,,0,0,0,0,0,10,10,10,79.94350609999992,None,space,1,0.3777064999999311,84.99389130000009,None,84.99389130000009,None,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
go_stims-1657131785754344.csv,4.5,go_stimuli\puppy_29.jpg,1,space,,0,0,0,0,0,11,11,11,85.39359009999998,None,space,1,0.45174520000000484,89.94398610000007,None,89.94398610000007,None,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
go_stims-1657131785754344.csv,5.0,go_stimuli\puppy_24.jpeg,1,space,,0,0,0,0,0,12,12,12,90.42700539999987,None,space,1,0.3434554999998909,95.44405189999998,None,95.44405189999998,None,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
go_stims-1657131785754344.csv,5.0,go_stimuli\puppy_8.jpg,1,space,,0,0,0,0,0,13,13,13,95.81042399999978,None,space,1,0.4004565000000184,100.82717760000014,None,100.82717760000014,None,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
go_stims-1657131785754344.csv,4.0,go_stimuli\puppy_10.jpg,1,space,,0,0,0,0,0,14,14,14,101.24384819999977,None,space,1,0.33503860000018904,105.26062869999987,None,105.26062869999987,None,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
go_stims-1657131785754344.csv,4.0,go_stimuli\puppy_12.jpeg,1,space,,0,0,0,0,0,15,15,15,105.62723229999983,None,space,1,0.350080700000035,109.67763749999995,None,109.67763749999995,None,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
go_stims-1657131785754344.csv,6.0,go_stimuli\puppy_2.jpg,1,space,,0,0,0,0,0,16,16,16,110.04397449999988,None,space,1,0.39780789999986155,116.07769989999997,None,116.07769989999997,None,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
go_stims-1657131785754344.csv,5.5,go_stimuli\puppy_21.jpeg,1,space,,0,0,0,0,0,17,17,17,116.49408919999996,None,space,1,0.5123611999997593,122.01110879999987,None,122.01110879999987,122.5108166,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
go_stims-1657131785754344.csv,5.0,go_stimuli\puppy_7.jpg,1,space,,0,0,0,0,0,18,18,18,122.54417180000019,None,space,1,0.49823179999975764,127.56128850000005,None,127.56128850000005,128.06091190000006,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
go_stims-1657131785754344.csv,6.5,go_stimuli\puppy_18.jpeg,1,space,,0,0,0,0,0,19,19,19,128.07759499999975,None,space,1,0.40754629999992176,134.62799630000018,None,134.62799630000018,None,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
go_stims-1657131785754344.csv,,,,,,0,0,0,0,,,,,,,,,,,,,,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
GNG_stims-16571317857832632.csv,,no_go_stimuli\spider_1.jpeg,0,None,5.5,0,1,1,1,0,0,0,0,139.57781710000017,None,None,1,,146.26149940000005,None,146.26149940000005,146.76120919999994,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
GNG_stims-16571317857832632.csv,,go_stimuli\puppy_1.jpg,1,space,5.5,0,1,1,1,0,1,1,1,149.09458080000013,None,space,1,0.4152834999999868,155.62830299999996,None,155.62830299999996,None,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
GNG_stims-16571317857832632.csv,,go_stimuli\puppy_26.jpeg,1,space,6.5,0,1,1,1,0,2,2,2,156.06132979999984,None,space,1,0.4085077999998248,162.59505660000013,None,162.59505660000013,None,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
GNG_stims-16571317857832632.csv,,go_stimuli\puppy_7.jpg,1,space,6.0,0,1,1,1,0,3,3,3,163.02812249999988,None,space,1,0.43447150000019974,169.54490739999983,None,169.54490739999983,None,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
GNG_stims-16571317857832632.csv,,no_go_stimuli\spider_19.jpg,0,None,5.5,0,1,1,1,0,4,4,4,169.9949161999998,None,None,1,,176.6953368999998,None,176.6953368999998,177.19504479999978,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
GNG_stims-16571317857832632.csv,,no_go_stimuli\spider_15.jpeg,0,None,5.0,0,1,1,1,0,5,5,5,179.51177169999983,None,None,1,,186.06211129999974,None,186.06211129999974,186.56187899999986,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
GNG_stims-16571317857832632.csv,,go_stimuli\puppy_14.jpeg,1,space,4.5,0,1,1,1,0,6,6,6,189.02857029999996,None,space,1,0.5452643000003263,195.5623569999998,None,195.5623569999998,196.06201710000005,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
GNG_stims-16571317857832632.csv,,no_go_stimuli\spider_5.jpeg,0,None,4.5,0,1,1,1,0,7,7,7,196.12867340000003,None,None,1,,202.79570009999998,None,202.79570009999998,203.29545670000016,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
GNG_stims-16571317857832632.csv,,no_go_stimuli\spider_11.jpeg,0,None,6.0,0,1,1,1,0,8,8,8,205.64548530000002,None,None,1,,212.19587580000007,None,212.19587580000007,212.6955954,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
GNG_stims-16571317857832632.csv,,go_stimuli\puppy_10.jpg,1,space,5.5,0,1,1,1,0,9,9,9,215.16231900000002,None,space,1,0.5079735999997865,221.6794135,None,221.6794135,222.17903750000005,03,001,2022_Jul_06_1513,go_no_go,2021.2.3,60.0039122550173,
